parent folder,file name,modality,Radiologist Score,Err,kspace shape,reconstruction shape,kspace nan or inf count,reconstruction nan or inf count,kspace min,kspace max,kspace mean,kspace std,reconstruction min,reconstruction max,reconstruction mean,reconstruction std
MultiCoil,Center001_UIH_30T_umr780_P017_T2map.h5,T2map,5,,"(3, 3, 10, 382, 157)","(3, 3, 382, 157)",0,0,8.211762255,6663703.915,33617.888,77445.97111,2976.25565,3342875.792,138228.1483,228414.9456
MultiCoil,Center001_UIH_30T_umr780_P017_T2w.h5,T2w,3,,"(11, 10, 512, 248)","(11, 512, 248)",0,0,0.0,14006113.89,45692.98588,160202.1285,2688.252777,26374688.27,152195.2776,504343.4412
MultiCoil,Center001_UIH_30T_umr780_P018_cine_lax_3ch.h5,3ch,5,,"(12, 1, 10, 450, 198)","(12, 1, 450, 198)",0,0,4.961903287,6030541.357,28989.69123,83350.96778,3236.470185,2974964.199,123134.6326,250431.0734
MultiCoil,Center001_UIH_30T_umr780_P018_cine_lax_4ch.h5,4ch,5.0,,"(12, 1, 10, 444, 198)","(12, 1, 444, 198)",0,0,1.901185393,7470712.345,27945.89815,84560.96987,3254.369417,3508382.501,126669.3401,251535.657
MultiCoil,Center001_UIH_30T_umr780_P018_cine_sax.h5,sax,5,,"(12, 9, 10, 450, 198)","(12, 9, 450, 198)",0,0,0.513694847,5644953.691,29687.22272,71382.64878,2949.713012,5735064.382,117420.7485,214430.6536
MultiCoil,Center001_UIH_30T_umr780_P018_T1map.h5,T1map,4,,"(8, 3, 10, 512, 161)","(8, 3, 512, 161)",0,0,3.205320244,9741633.859,50403.39506,117041.5201,5884.458047,10476894.46,185700.5702,357641.5731
MultiCoil,Center001_UIH_30T_umr780_P018_T1rho.h5,T1rho,5.0,,"(4, 3, 10, 384, 137)","(4, 3, 384, 137)",0,0,5.132611253,6662213.36,32793.20325,76426.96356,3496.08642,5553734.768,139017.0462,223246.5235
MultiCoil,Center001_UIH_30T_umr780_P018_T2map.h5,T2map,4,,"(3, 3, 10, 386, 157)","(3, 3, 386, 157)",0,0,5.724357341,6884241.955,38264.54122,88155.31341,2709.471221,7140500.384,143916.8181,267662.6486
MultiCoil,Center001_UIH_30T_umr780_P019_cine_lax_3ch.h5,3ch,5,,"(12, 1, 10, 448, 198)","(12, 1, 448, 198)",0,0,3.990330251,5457966.703,28760.94551,82776.05143,3016.930355,3430535.294,120292.3109,249640.5951
MultiCoil,Center001_UIH_30T_umr780_P019_cine_lax_4ch.h5,4ch,3.0,,"(12, 1, 10, 450, 198)","(12, 1, 450, 198)",0,0,1.329500303,6779032.776,33851.59195,97113.91547,3420.84493,2713616.407,142439.4339,292372.0853
MultiCoil,Center001_UIH_30T_umr780_P019_cine_sax.h5,sax,5,,"(12, 11, 10, 444, 198)","(12, 11, 444, 198)",0,0,1.506372341,5214973.955,26138.84899,59008.18132,3249.031827,6989502.627,103630.8319,175820.0773
MultiCoil,Center001_UIH_30T_umr780_P019_T1map.h5,T1map,5,,"(8, 3, 10, 506, 161)","(8, 3, 506, 161)",0,0,1.321912472,7922115.585,53874.19565,101181.7323,6008.596812,16103593.33,168574.6051,320911.7036
MultiCoil,Center001_UIH_30T_umr780_P019_T1rho.h5,T1rho,5.0,,"(4, 3, 10, 380, 137)","(4, 3, 380, 137)",0,0,7.309668526,6426011.594,30466.63317,60859.45923,4062.394689,6553988.792,117872.1737,180075.1116
MultiCoil,Center001_UIH_30T_umr780_P019_T2map.h5,T2map,5,,"(3, 3, 10, 382, 157)","(3, 3, 382, 157)",0,0,6.229246805,7096453.105,34898.69829,70330.27646,3223.223726,11302437.82,119752.5129,217490.241
MultiCoil,Center001_UIH_30T_umr780_P019_T2w.h5,T2w,4,,"(11, 10, 516, 201)","(11, 516, 201)",0,0,2.101957707,14342100.23,36378.6074,123492.6269,3650.656587,23660494.98,148400.2371,379098.5221
MultiCoil,Center001_UIH_30T_umr780_P020_cine_lax_3ch.h5,3ch,5,,"(12, 1, 10, 446, 198)","(12, 1, 446, 198)",0,0,0.895712196,7848612.832,30096.46645,90538.15019,3006.348545,3413003.455,114462.6467,279155.5872
MultiCoil,Center001_UIH_30T_umr780_P020_cine_lax_4ch.h5,4ch,4.0,,"(12, 1, 10, 448, 198)","(12, 1, 448, 198)",0,0,3.992784753,10990188.52,39003.10017,117912.377,3028.353195,3648518.496,180489.2886,348811.2978
MultiCoil,Center001_UIH_30T_umr780_P020_cine_sax.h5,sax,5,,"(12, 9, 10, 450, 198)","(12, 9, 450, 198)",0,0,2.230693395,7517765.62,33469.83262,89245.95132,3355.878372,3572299.202,139517.8857,267180.5659
MultiCoil,Center001_UIH_30T_umr780_P020_lge_lax_2ch.h5,2ch,5,,"(2, 1, 10, 508, 175)","(2, 1, 508, 175)",0,0,2.06576926,9635076.81,14494.61797,44991.639,3555.67185,1463638.402,82255.55994,124809.6076
MultiCoil,Center001_UIH_30T_umr780_P020_lge_lax_4ch.h5,4ch,4,,"(2, 1, 10, 508, 175)","(2, 1, 508, 175)",0,0,5.247014958,4199062.071,16483.65682,44929.7299,3308.956129,2054633.693,81251.44101,127679.7519
MultiCoil,Center001_UIH_30T_umr780_P020_perfusion.h5,perfusion,5,,"(50, 4, 10, 380, 131)","(50, 4, 380, 131)",0,0,0.337125683,4777341.838,17299.46992,43620.61783,3635.110726,1434194.519,80486.45257,124668.4826
MultiCoil,Center001_UIH_30T_umr780_P020_T1map.h5,T1map,5,,"(8, 3, 10, 508, 161)","(8, 3, 508, 161)",0,0,7.136371576,10058388.06,49100.11955,130278.2609,5480.705315,4875061.655,206591.0826,388783.4805
MultiCoil,Center001_UIH_30T_umr780_P020_T1mappost.h5,T1mappost,4,,"(9, 3, 10, 506, 161)","(9, 3, 506, 161)",0,0,5.61008144,15334603.19,58042.94725,161916.2955,6089.938372,5994403.904,253592.8584,481195.7679
MultiCoil,Center001_UIH_30T_umr780_P020_T1rho.h5,T1rho,5.0,,"(4, 3, 10, 380, 137)","(4, 3, 380, 137)",0,0,7.499215846,8171130.937,36794.58126,96146.49694,4551.2266,3119885.869,175135.2791,274422.1836
MultiCoil,Center001_UIH_30T_umr780_P020_T2map.h5,T2map,5,,"(3, 3, 10, 378, 157)","(3, 3, 378, 157)",0,0,7.573642573,8372289.29,38900.07727,100559.5117,2998.982765,3654624.696,161579.106,300244.0782
MultiCoil,Center001_UIH_30T_umr780_P020_T2smap.h5,T2smap,4,,"(8, 3, 10, 426, 141)","(8, 3, 426, 141)",0,0,4.834443732,10558645.92,32513.67195,76288.34745,4504.765613,3219373.213,140267.5883,221575.0705
MultiCoil,Center001_UIH_30T_umr780_P020_T2w.h5,T2w,5,,"(9, 10, 512, 248)","(9, 512, 248)",0,0,0.0,14890018.71,27530.47039,117031.1743,3218.192334,11724923.55,134470.1341,355612.1604
MultiCoil,Center001_UIH_30T_umr780_P021_cine_lax_3ch.h5,3ch,5,,"(12, 1, 10, 446, 198)","(12, 1, 446, 198)",0,0,2.426485637,6263807.916,32484.91146,110800.1639,3322.739761,3468159.742,161186.7489,327625.2278
MultiCoil,Center001_UIH_30T_umr780_P021_cine_lax_4ch.h5,4ch,4.0,,"(12, 1, 10, 446, 198)","(12, 1, 446, 198)",0,0,0.789863738,8730422.941,38584.20222,125652.9791,3092.996516,3418404.957,194325.8735,367439.2099
MultiCoil,Center001_UIH_30T_umr780_P021_cine_sax.h5,sax,5,,"(12, 11, 10, 448, 198)","(12, 11, 448, 198)",0,0,2.419704776,7694471.927,33062.16304,85157.92891,3314.726655,3397393.114,152155.2732,245557.6667
MultiCoil,Center001_UIH_30T_umr780_P021_T1map.h5,T1map,5,,"(8, 3, 10, 512, 161)","(8, 3, 512, 161)",0,0,11.32239418,8511479.44,60062.14533,127259.713,6072.271279,7411049.884,233334.1517,378919.6908
MultiCoil,Center001_UIH_30T_umr780_P021_T1rho.h5,T1rho,5.0,,"(4, 3, 10, 382, 137)","(4, 3, 382, 137)",0,0,2.756441683,7155429.209,36593.91153,84811.81784,4251.808279,2810683.616,163610.1201,241977.926
MultiCoil,Center001_UIH_30T_umr780_P021_T2map.h5,T2map,5,,"(3, 3, 10, 384, 157)","(3, 3, 384, 157)",0,0,4.27916865,6724556.807,43238.78366,95454.1441,3224.767528,4929160.239,176760.1813,280297.5181
MultiCoil,Center001_UIH_30T_umr780_P021_T2w.h5,T2w,4,,"(11, 10, 512, 248)","(11, 512, 248)",0,0,0.0,12956071.41,31316.01878,123036.668,3229.279663,17322651.16,166817.2755,365183.7122
MultiCoil,Center001_UIH_30T_umr780_P024_cine_lax_3ch.h5,3ch,5,,"(12, 1, 10, 438, 198)","(12, 1, 438, 198)",0,0,5.366723751,6060630.213,30259.54084,101694.3285,3193.692594,3343964.387,150052.8479,300096.4936
MultiCoil,Center001_UIH_30T_umr780_P024_cine_lax_4ch.h5,4ch,5.0,,"(12, 1, 10, 448, 198)","(12, 1, 448, 198)",0,0,3.125568111,11096459.79,33477.25142,119035.5404,3123.080952,2682123.872,199698.7165,336187.8717
MultiCoil,Center001_UIH_30T_umr780_P024_cine_sax.h5,sax,5,,"(12, 11, 10, 450, 198)","(12, 11, 450, 198)",0,0,1.551642319,7766770.981,31522.12696,88336.90769,3297.324078,3298525.034,151523.1087,254973.1065
MultiCoil,Center001_UIH_30T_umr780_P024_T1map.h5,T1map,5,,"(8, 3, 10, 516, 161)","(8, 3, 516, 161)",0,0,1.866085087,13396155.67,53419.93258,152424.373,5999.776149,6549888.533,252904.3207,443743.3848
MultiCoil,Center001_UIH_30T_umr780_P024_T1rho.h5,T1rho,5.0,,"(4, 3, 10, 378, 137)","(4, 3, 378, 137)",0,0,4.900113036,6585469.89,30103.6651,74569.6759,4097.515774,3485479.521,146450.6686,207896.3054
MultiCoil,Center001_UIH_30T_umr780_P024_T2w.h5,T2w,3,,"(11, 10, 512, 248)","(11, 512, 248)",0,0,0.0,15624761.37,32047.91748,127315.7554,3552.287708,18734552.25,155498.3336,384946.716
MultiCoil,Center001_UIH_30T_umr780_P026_cine_lax_3ch.h5,3ch,5,,"(12, 1, 10, 450, 198)","(12, 1, 450, 198)",0,0,4.235267166,4110263.639,24718.80576,60414.33488,2831.660696,3091205.21,94112.76579,183716.9004
MultiCoil,Center001_UIH_30T_umr780_P026_cine_lax_4ch.h5,4ch,4.0,,"(12, 1, 10, 448, 198)","(12, 1, 448, 198)",0,0,5.829899266,5038397.363,26655.77234,66273.11081,3018.286503,2588145.128,102276.5494,201410.1824
MultiCoil,Center001_UIH_30T_umr780_P026_cine_sax.h5,sax,5,,"(12, 11, 10, 446, 198)","(12, 11, 446, 198)",0,0,0.844849164,3146588.25,26167.26727,57463.22757,3862.979795,2884721.049,100160.117,172729.3691
MultiCoil,Center001_UIH_30T_umr780_P026_T1map.h5,T1map,5,,"(8, 3, 10, 512, 161)","(8, 3, 512, 161)",0,0,8.103160807,9782788.475,47371.33986,108264.1588,6317.790719,5717860.703,180928.6137,326980.972
MultiCoil,Center001_UIH_30T_umr780_P026_T1rho.h5,T1rho,5.0,,"(4, 3, 10, 386, 137)","(4, 3, 386, 137)",0,0,6.10189511,4666588.004,28034.23574,58564.27636,4196.286294,2622206.908,117056.6247,168685.1357
MultiCoil,Center001_UIH_30T_umr780_P026_T2w.h5,T2w,3,,"(11, 10, 512, 248)","(11, 512, 248)",0,0,0.0,8375627.55,30382.03497,98638.06001,3349.227879,22633120.83,107396.7313,308206.5726
MultiCoil,Center001_UIH_30T_umr780_P027_cine_lax_3ch.h5,3ch,5,,"(12, 1, 10, 442, 198)","(12, 1, 442, 198)",0,0,1.09581278,4399476.16,31313.38346,88801.39033,3378.319401,3504622.714,117561.0569,273571.8315
MultiCoil,Center001_UIH_30T_umr780_P027_cine_lax_4ch.h5,4ch,5.0,,"(12, 1, 10, 442, 198)","(12, 1, 442, 198)",0,0,5.461292615,5839767.064,32782.88817,95992.69459,3733.769609,3687754.053,138567.3536,289296.1117
MultiCoil,Center001_UIH_30T_umr780_P027_cine_sax.h5,sax,5,,"(12, 11, 10, 452, 198)","(12, 11, 452, 198)",0,0,1.133956566,5804315.71,26581.38041,69682.57329,3309.385888,4755055.26,112199.6017,207445.3119
MultiCoil,Center001_UIH_30T_umr780_P027_T1map.h5,T1map,5,,"(8, 3, 10, 518, 161)","(8, 3, 518, 161)",0,0,2.055462979,9102117.532,47677.13654,127836.9057,5339.850806,5222127.246,208994.5535,377458.759
MultiCoil,Center001_UIH_30T_umr780_P027_T1rho.h5,T1rho,5.0,,"(4, 3, 10, 382, 137)","(4, 3, 382, 137)",0,0,3.145504539,6413026.023,31701.8098,80940.00701,4297.956631,2997443.918,144155.3698,234055.8142
MultiCoil,Center001_UIH_30T_umr780_P027_T2map.h5,T2map,4,,"(3, 3, 10, 386, 157)","(3, 3, 386, 157)",0,0,5.694451365,6674626.577,36066.07592,93437.09126,2906.006725,3613383.003,150222.3067,278829.2975
MultiCoil,Center001_UIH_30T_umr780_P027_T2w.h5,T2w,3,,"(11, 10, 512, 248)","(11, 512, 248)",0,0,0.0,11855426.89,28543.9162,102887.2115,3487.145737,15409654.49,135808.4594,309130.0644
MultiCoil,Center001_UIH_30T_umr780_P028_cine_lax_3ch.h5,3ch,5,,"(12, 1, 10, 450, 198)","(12, 1, 450, 198)",0,0,0.703880953,4746047.188,20672.21452,50300.05277,2962.974164,2612972.008,76598.35371,153970.9382
MultiCoil,Center001_UIH_30T_umr780_P028_cine_lax_4ch.h5,4ch,3.0,,"(12, 1, 10, 446, 198)","(12, 1, 446, 198)",0,0,6.996354745,4516403.867,21023.70448,45757.23241,3324.028002,2379191.297,74459.48097,140758.6245
MultiCoil,Center001_UIH_30T_umr780_P028_cine_sax.h5,sax,3,,"(12, 1, 10, 452, 198)","(12, 1, 452, 198)",0,0,0.311134791,3302495.686,20195.75812,42856.38953,3585.880522,2289262.236,80240.20574,126518.3666
MultiCoil,Center001_UIH_30T_umr780_P028_T1map.h5,T1map,5,,"(8, 3, 10, 502, 161)","(8, 3, 502, 161)",0,0,0.951111565,8894139.574,39074.6339,91956.36889,5948.702543,7149005.605,163413.6281,270414.4857
MultiCoil,Center001_UIH_30T_umr780_P028_T1rho.h5,T1rho,4.0,,"(4, 3, 10, 382, 137)","(4, 3, 382, 137)",0,0,7.100220858,5526924.95,23932.29259,56199.03444,4123.238201,2425142.052,110862.6076,158178.2009
MultiCoil,Center001_UIH_30T_umr780_P028_T2map.h5,T2map,4,,"(3, 3, 10, 372, 157)","(3, 3, 372, 157)",0,0,3.248072765,6099683.278,30399.95105,74835.15208,3134.807731,4773781.229,125785.0461,222312.1505
MultiCoil,Center001_UIH_30T_umr780_P029_cine_lax_3ch.h5,3ch,5,,"(12, 1, 10, 452, 198)","(12, 1, 452, 198)",0,0,3.02797566,6090342.538,29254.15241,105928.8332,3227.797615,2856437.146,168533.3809,303914.0189
MultiCoil,Center001_UIH_30T_umr780_P029_cine_lax_4ch.h5,4ch,5.0,,"(12, 1, 10, 446, 198)","(12, 1, 446, 198)",0,0,4.197650253,9670976.704,34077.24971,131330.0332,3121.290753,3498982.243,210497.0116,373870.7982
MultiCoil,Center001_UIH_30T_umr780_P029_cine_sax.h5,sax,5,,"(12, 11, 10, 450, 240)","(12, 11, 450, 240)",0,0,2.068167777,8926031.707,27288.72912,76678.66071,2960.700186,2351386.502,132258.2754,220795.5299
MultiCoil,Center001_UIH_30T_umr780_P029_lge_lax_2ch.h5,2ch,5,,"(2, 1, 10, 510, 175)","(2, 1, 510, 175)",0,0,11.21454592,3936434.853,12602.93209,39906.88173,3766.70137,1035074.563,78919.70686,106233.7561
MultiCoil,Center001_UIH_30T_umr780_P029_lge_lax_4ch.h5,4ch,5,,"(2, 1, 10, 514, 175)","(2, 1, 514, 175)",0,0,4.042385321,5259485.699,13203.81371,43289.21813,3029.912526,1385561.91,82888.29819,116672.6234
MultiCoil,Center001_UIH_30T_umr780_P029_perfusion.h5,perfusion,4,,"(50, 4, 10, 384, 159)","(50, 4, 384, 159)",0,0,0.60118181,4442867.467,16993.43438,38626.6645,3081.193072,1129581.643,79868.90152,106906.1214
MultiCoil,Center001_UIH_30T_umr780_P029_T1map.h5,T1map,5,,"(8, 3, 10, 512, 187)","(8, 3, 512, 187)",0,0,1.246528678,13072333.96,43783.79113,106409.3755,5386.046894,3654328.74,197347.8762,305701.7688
MultiCoil,Center001_UIH_30T_umr780_P029_T1rho.h5,T1rho,3.0,,"(4, 3, 10, 386, 137)","(4, 3, 386, 137)",0,0,3.733682765,4359679.127,26474.74961,59516.1618,4046.136695,2002038.304,122147.0559,165864.2684
MultiCoil,Center001_UIH_30T_umr780_P029_T2smap.h5,T2smap,3,,"(8, 3, 10, 426, 163)","(8, 3, 426, 163)",0,0,2.86344763,6301194.952,22598.92238,49811.20556,4300.631792,2004964.872,94606.7895,144804.1101
MultiCoil,Center001_UIH_30T_umr780_P030_cine_lax_3ch.h5,3ch,5,,"(12, 1, 10, 454, 198)","(12, 1, 454, 198)",0,0,4.722389236,6139241.001,29007.34209,96185.13087,3074.435598,3036103.939,144700.094,282828.4564
MultiCoil,Center001_UIH_30T_umr780_P030_cine_lax_4ch.h5,4ch,4.0,,"(12, 1, 10, 444, 198)","(12, 1, 444, 198)",0,0,4.250709931,11672281.49,35188.15595,123636.9536,3445.272746,3165145.62,201800.981,352873.0512
MultiCoil,Center001_UIH_30T_umr780_P030_cine_sax.h5,sax,5,,"(12, 8, 10, 446, 198)","(12, 8, 446, 198)",0,0,1.595748686,5556204.27,27678.91347,69698.36795,3486.274456,2724085.005,126621.1561,200516.6584
MultiCoil,Center001_UIH_30T_umr780_P030_T1map.h5,T1map,5,,"(8, 3, 10, 512, 161)","(8, 3, 512, 161)",0,0,2.170068705,8816740.355,50673.0239,101383.6485,6271.562298,4154613.882,203789.4556,294845.4732
MultiCoil,Center001_UIH_30T_umr780_P030_T1rho.h5,T1rho,3.0,,"(4, 3, 10, 386, 137)","(4, 3, 386, 137)",0,0,9.611526326,3909902.411,29383.0664,54610.52852,4008.456054,2108356.573,124199.3872,151760.5231
MultiCoil,Center001_UIH_30T_umr780_P031_cine_lax_3ch.h5,3ch,5,,"(12, 1, 10, 444, 198)","(12, 1, 444, 198)",0,0,6.623678233,5047149.492,28206.77871,69941.58281,3164.459931,2892430.854,104365.9437,214434.6602
MultiCoil,Center001_UIH_30T_umr780_P031_cine_lax_4ch.h5,4ch,5.0,,"(12, 1, 10, 442, 198)","(12, 1, 442, 198)",0,0,0.978718201,5578966.632,28746.68254,79621.19186,3522.485158,2494753.743,120560.6769,239006.6583
MultiCoil,Center001_UIH_30T_umr780_P031_cine_sax.h5,sax,5,,"(12, 3, 10, 446, 198)","(12, 3, 446, 198)",0,0,1.989931548,4600717.011,28172.18017,64682.35016,4138.110058,3583996.503,113481.1564,192085.4204
MultiCoil,Center001_UIH_30T_umr780_P031_lge_lax_2ch.h5,2ch,4,,"(2, 1, 10, 510, 175)","(2, 1, 510, 175)",0,0,2.756826658,4282101.69,14956.10533,37174.68142,3763.84928,1909837.648,70700.63876,105156.2644
MultiCoil,Center001_UIH_30T_umr780_P031_lge_lax_4ch.h5,4ch,5,,"(2, 1, 10, 514, 175)","(2, 1, 514, 175)",0,0,3.169584247,5075123.645,13816.91241,43150.23179,3585.063297,1561862.142,75822.5695,121570.6941
MultiCoil,Center001_UIH_30T_umr780_P031_perfusion.h5,perfusion,5,,"(50, 4, 10, 382, 131)","(50, 4, 382, 131)",0,0,0.926324533,4100047.799,14865.57247,31721.00156,3702.533425,1315750.97,63564.71167,90728.16146
MultiCoil,Center001_UIH_30T_umr780_P031_T1map.h5,T1map,5,,"(8, 3, 10, 508, 161)","(8, 3, 508, 161)",0,0,5.354489278,8124294.766,45992.9443,107958.9133,6889.511533,4199388.496,193865.6778,316418.8329
MultiCoil,Center001_UIH_30T_umr780_P031_T1mappost.h5,T1mappost,5,,"(9, 3, 10, 512, 161)","(9, 3, 512, 161)",0,0,5.630811627,12670244.93,47905.37685,118505.304,6327.162647,4344051.107,204195.8357,348838.6199
MultiCoil,Center001_UIH_30T_umr780_P031_T1rho.h5,T1rho,5.0,,"(4, 3, 10, 384, 137)","(4, 3, 384, 137)",0,0,5.892164529,6476144.051,26968.76402,57677.58862,4704.002109,2403417.908,117405.2373,163573.2095
MultiCoil,Center001_UIH_30T_umr780_P031_T2map.h5,T2map,5,,"(3, 3, 10, 384, 157)","(3, 3, 384, 157)",0,0,9.53937913,5551488.387,31800.78976,70987.81304,2862.361524,2928739.674,123318.9197,212833.3675
MultiCoil,Center001_UIH_30T_umr780_P031_T2smap.h5,T2smap,3,,"(8, 3, 10, 418, 141)","(8, 3, 418, 141)",0,0,5.325730954,6697938.148,27433.9547,57205.00148,3948.915148,2761894.414,114587.1172,164681.9153
MultiCoil,Center001_UIH_30T_umr780_P031_T2w.h5,T2w,5,,"(11, 10, 516, 201)","(11, 516, 201)",0,0,5.852219117,10305776.03,33493.63948,107765.2194,4039.021011,8572673.433,147814.6195,324811.4871
MultiCoil,Center001_UIH_30T_umr780_P032_cine_lax_3ch.h5,3ch,5,,"(12, 1, 10, 444, 198)","(12, 1, 444, 198)",0,0,4.729820306,14211816.05,32294.23166,140052.7748,3554.707718,4332603.318,224821.6279,395009.1226
MultiCoil,Center001_UIH_30T_umr780_P032_cine_lax_4ch.h5,4ch,4.0,,"(12, 1, 10, 446, 198)","(12, 1, 446, 198)",0,0,3.462425861,16122703.43,28516.82603,130783.0067,3170.59366,2064132.656,252886.9552,339444.0013
MultiCoil,Center001_UIH_30T_umr780_P032_cine_sax.h5,sax,5,,"(12, 11, 10, 448, 198)","(12, 11, 448, 198)",0,0,0.386186846,9598191.693,28761.18846,97038.41836,3206.911647,2803511.104,180929.7476,264009.5309
MultiCoil,Center001_UIH_30T_umr780_P032_T1map.h5,T1map,5,,"(8, 3, 10, 512, 161)","(8, 3, 512, 161)",0,0,1.296200445,15441923.32,47604.53122,155185.241,5821.859523,5285104.004,279288.5691,430678.998
MultiCoil,Center001_UIH_30T_umr780_P032_T1rho.h5,T1rho,5.0,,"(4, 3, 10, 384, 137)","(4, 3, 384, 137)",0,0,5.601328871,10109696.17,30864.5576,89421.09161,3736.490573,3142330.072,169012.399,246824.5012
MultiCoil,Center001_UIH_30T_umr780_P032_T2map.h5,T2map,5,,"(3, 3, 10, 384, 157)","(3, 3, 384, 157)",0,0,3.103597738,8897086.304,34047.72396,102195.064,3168.285122,3419548.17,190094.8895,282656.5389
MultiCoil,Center001_UIH_30T_umr780_P032_T2w.h5,T2w,3,,"(13, 10, 512, 248)","(13, 512, 248)",0,0,0.0,14503711.88,41277.44576,147770.0452,3835.817369,28219535.49,173246.1355,453193.021
MultiCoil,Center001_UIH_30T_umr780_P033_cine_sax.h5,sax,5,,"(12, 9, 10, 446, 198)","(12, 9, 446, 198)",0,0,1.368296879,7389485.25,31619.5583,79294.4207,3588.400065,3766954.657,140275.0484,230644.5903
MultiCoil,Center001_UIH_30T_umr780_P033_lge_lax_2ch.h5,2ch,4,,"(2, 3, 10, 514, 175)","(2, 3, 514, 175)",0,0,1.715019541,7002410.094,15072.58552,42618.10375,4357.611501,1180490.279,81359.38692,117539.3814
MultiCoil,Center001_UIH_30T_umr780_P033_lge_lax_4ch.h5,4ch,5,,"(2, 3, 10, 514, 175)","(2, 3, 514, 175)",0,0,3.661159163,4678811.089,14013.48832,45614.67895,3455.85413,1224803.507,80326.37506,127743.6549
MultiCoil,Center001_UIH_30T_umr780_P033_perfusion.h5,perfusion,5,,"(50, 4, 10, 384, 131)","(50, 4, 384, 131)",0,0,0.922092381,3992264.624,17482.81805,39137.6751,3559.071981,1301840.03,79619.54182,109703.2085
MultiCoil,Center001_UIH_30T_umr780_P033_T1map.h5,T1map,5,,"(8, 3, 10, 512, 161)","(8, 3, 512, 161)",0,0,9.565382482,11932547.83,58643.7013,132447.1301,5735.705557,7885801.354,239415.5909,390504.0776
MultiCoil,Center001_UIH_30T_umr780_P033_T1mappost.h5,T1mappost,5,,"(9, 3, 10, 512, 161)","(9, 3, 512, 161)",0,0,9.848170414,10961447.38,57322.72574,125359.2177,4729.650612,7129024.558,223357.3463,374325.7662
MultiCoil,Center001_UIH_30T_umr780_P033_T1rho.h5,T1rho,5.0,,"(4, 3, 10, 384, 137)","(4, 3, 384, 137)",0,0,1.17814459,5767130.815,34617.04114,75899.96855,4772.967745,3692689.392,157831.5944,211377.9446
MultiCoil,Center001_UIH_30T_umr780_P033_T2map.h5,T2map,5,,"(3, 3, 10, 384, 157)","(3, 3, 384, 157)",0,0,10.19486121,7848927.526,39374.2406,87592.27841,2577.030009,4541865.58,161296.325,257314.7414
MultiCoil,Center001_UIH_30T_umr780_P033_T2w.h5,T2w,4,,"(11, 10, 512, 248)","(11, 512, 248)",0,0,0.0,23776106.34,30397.73406,118819.999,3306.475544,12739519.27,160654.0257,353004.8556
MultiCoil,Center001_UIH_30T_umr780_P034_cine_lax_3ch.h5,3ch,5,,"(12, 1, 10, 446, 198)","(12, 1, 446, 198)",0,0,5.999489465,7177158.895,28304.67362,79377.08602,3111.282643,3090105.33,111323.436,242127.7678
MultiCoil,Center001_UIH_30T_umr780_P034_cine_lax_4ch.h5,4ch,5.0,,"(12, 1, 10, 444, 198)","(12, 1, 444, 198)",0,0,1.338744648,7277604.759,27116.89507,80977.55497,3408.045741,2121314.692,134967.9863,233902.8575
MultiCoil,Center001_UIH_30T_umr780_P034_cine_sax.h5,sax,5,,"(12, 11, 10, 450, 198)","(12, 11, 450, 198)",0,0,2.554370628,5527026.686,26344.07782,65633.23421,3125.992802,3288786.341,114426.9972,192155.6166
MultiCoil,Center001_UIH_30T_umr780_P034_lge_lax_2ch.h5,2ch,5,,"(2, 3, 10, 510, 175)","(2, 3, 510, 175)",0,0,2.525824464,2815615.617,11797.46011,25506.96083,3990.793685,2126357.062,54137.40195,70476.896
MultiCoil,Center001_UIH_30T_umr780_P034_lge_lax_4ch.h5,4ch,5,,"(2, 5, 10, 512, 175)","(2, 5, 512, 175)",0,0,2.505328256,4984262.472,11389.17085,35154.46277,3856.672032,826676.511,71375.27604,92526.02134
MultiCoil,Center001_UIH_30T_umr780_P034_perfusion.h5,perfusion,5,,"(50, 4, 10, 380, 131)","(50, 4, 380, 131)",0,0,0.718656872,3170841.223,14415.74099,29681.29366,3598.528628,1617763.684,61520.96259,84279.88476
MultiCoil,Center001_UIH_30T_umr780_P034_T1map.h5,T1map,5,,"(8, 3, 10, 512, 161)","(8, 3, 512, 161)",0,0,5.326952917,9301292.807,48835.91327,119812.9732,5201.094213,4918698.291,211547.4402,350212.2647
MultiCoil,Center001_UIH_30T_umr780_P034_T1mappost.h5,T1mappost,5,,"(9, 3, 10, 512, 161)","(9, 3, 512, 161)",0,0,3.301811147,11247070.1,49413.14239,120005.1593,5964.671951,5574836.781,209602.3833,352839.6376
MultiCoil,Center001_UIH_30T_umr780_P034_T1rho.h5,T1rho,5.0,,"(4, 3, 10, 384, 137)","(4, 3, 384, 137)",0,0,4.372849493,5673667.022,29901.01614,71874.86056,3864.723024,2472940.699,141719.5498,201286.4443
MultiCoil,Center001_UIH_30T_umr780_P034_T2map.h5,T2map,5,,"(3, 3, 10, 384, 157)","(3, 3, 384, 157)",0,0,4.302174608,5242150.89,30643.94354,70687.51411,2557.276143,2750231.656,125101.2426,209063.2401
